,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
934,Charged Off,52074.0,Short Term,737.0,877021.0,7,Rent,Debt Consolidation,4743.16,16.7,7.0,0,127889.0,315766.0,0,0
935,Charged Off,55286.0,Short Term,704.0,1909880.0,0,Home Mortgage,Other,14737.92,16.9,7.0,0,131290.0,191224.0,0,0
936,Fully Paid,121572.0,Short Term,710.0,1349798.0,6,Rent,Buy a Car,20809.56,9.1,17.0,0,206986.0,544698.0,0,0
937,Charged Off,78694.0,Short Term,726.0,1172718.0,4,Rent,Debt Consolidation,12015.98,7.8,5.0,0,3363.0,79398.0,0,0
938,Fully Paid,269324.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,45745.73,25.8,13.0,0,563958.0,1329944.0,0,0
939,Fully Paid,116138.0,Short Term,721.0,928720.0,1,Rent,Debt Consolidation,5758.14,16.0,9.0,1,88426.0,167860.0,1,0
940,Fully Paid,65516.0,Short Term,716.0,1131564.0,10,Rent,Debt Consolidation,15936.25,21.3,6.0,0,322715.0,423654.0,0,0
941,Fully Paid,261140.0,Short Term,731.0,1597558.0,10,Rent,Debt Consolidation,10490.66,18.8,8.0,1,138567.0,348040.0,1,0
942,Charged Off,131582.0,Short Term,736.0,1704699.0,4,Rent,Debt Consolidation,22303.15,14.9,14.0,0,777024.0,945054.0,0,0
943,Fully Paid,214698.0,Short Term,743.0,1446280.0,10,Own Home,Debt Consolidation,9666.06,21.0,9.0,1,210577.0,315436.0,1,0
944,Fully Paid,85844.0,Short Term,716.0,688218.0,5,Rent,Debt Consolidation,6882.18,13.7,13.0,0,209703.0,341022.0,0,0
945,Fully Paid,212366.0,Short Term,712.0,872917.0,0,Rent,Debt Consolidation,19931.38,19.0,20.0,0,200944.0,257928.0,0,0
946,Fully Paid,471152.0,Short Term,726.0,1172718.0,5,Home Mortgage,Debt Consolidation,18969.22,18.0,8.0,0,712462.0,1076966.0,0,0
947,Fully Paid,336798.0,Short Term,691.0,1260441.0,10,Home Mortgage,Debt Consolidation,13129.57,39.4,18.0,0,124089.0,733062.0,0,0
948,Fully Paid,335192.0,Short Term,702.0,2508779.0,1,Rent,Debt Consolidation,14446.27,16.8,8.0,0,317642.0,511544.0,0,0
949,Fully Paid,172348.0,Short Term,719.0,753692.0,3,Rent,Debt Consolidation,8102.17,14.1,5.0,0,74100.0,135344.0,0,0
950,Fully Paid,67342.0,Short Term,726.0,1172718.0,6,Rent,Debt Consolidation,9884.37,19.7,4.0,0,11552.0,0.0,0,0
951,Charged Off,110902.0,Short Term,726.0,1172718.0,10,Rent,Medical Bills,15150.79,16.5,8.0,0,139878.0,495286.0,0,0
952,Charged Off,348172.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,4044.15,22.7,5.0,0,160607.0,715242.0,0,0
953,Fully Paid,306592.0,Long Term,688.0,1032878.0,1,Home Mortgage,Debt Consolidation,19022.23,15.6,12.0,1,179265.0,411048.0,1,0
954,Fully Paid,440000.0,Short Term,680.0,1425000.0,0,Rent,Debt Consolidation,6234.47,8.8,7.0,0,361703.0,594066.0,0,0
955,Fully Paid,133034.0,Short Term,726.0,1172718.0,0,Rent,Buy a Car,14541.08,12.4,9.0,0,576840.0,905036.0,0,0
956,Fully Paid,212454.0,Long Term,708.0,1146042.0,7,Rent,Debt Consolidation,18403.4,15.6,9.0,0,345876.0,422906.0,0,0
957,Fully Paid,264418.0,Long Term,726.0,1172718.0,10,Own Home,Debt Consolidation,21499.45,15.0,13.0,0,256462.0,363440.0,0,0
958,Fully Paid,262922.0,Long Term,714.0,2895087.0,9,Home Mortgage,Debt Consolidation,44632.52,23.9,27.0,0,521835.0,1405184.0,0,0
959,Fully Paid,556160.0,Long Term,708.0,3266176.0,0,Home Mortgage,Debt Consolidation,51034.0,29.5,8.0,0,1122254.0,1353594.0,0,0
960,Fully Paid,476498.0,Long Term,737.0,1215867.0,10,Rent,Debt Consolidation,16718.1,21.6,18.0,0,239875.0,1310166.0,0,0
961,Fully Paid,288552.0,Long Term,695.0,1015968.0,4,Rent,Debt Consolidation,15493.36,6.2,11.0,0,191007.0,410322.0,0,0
962,Fully Paid,155782.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,5823.69,19.0,13.0,0,62472.0,556490.0,0,0
963,Fully Paid,287408.0,Short Term,747.0,754566.0,4,Rent,Debt Consolidation,5652.88,15.4,6.0,0,217493.0,431222.0,0,0
964,Fully Paid,108240.0,Short Term,726.0,1172718.0,10,Home Mortgage,Other,12202.37,27.2,10.0,0,68951.0,201102.0,0,0
965,Fully Paid,249546.0,Long Term,724.0,2309184.0,1,Home Mortgage,Debt Consolidation,16279.77,18.8,8.0,0,60743.0,265430.0,0,0
966,Fully Paid,201146.0,Short Term,702.0,778297.0,9,Rent,Debt Consolidation,16279.2,10.0,14.0,0,350512.0,737924.0,0,0
967,Fully Paid,220726.0,Short Term,726.0,1172718.0,4,Home Mortgage,Business Loan,1120.24,16.0,4.0,0,0.0,0.0,0,0
968,Fully Paid,758450.0,Long Term,723.0,2245800.0,10,Own Home,Debt Consolidation,20960.8,18.2,7.0,0,641725.0,762872.0,0,0
969,Fully Paid,86262.0,Short Term,738.0,863208.0,3,Own Home,Debt Consolidation,19997.88,20.4,21.0,1,269021.0,1207338.0,0,0
970,Fully Paid,134112.0,Short Term,726.0,1172718.0,1,Rent,Debt Consolidation,17952.72,8.2,14.0,0,137332.0,333366.0,0,0
971,Charged Off,178860.0,Short Term,704.0,1062043.0,4,Rent,Debt Consolidation,13983.43,7.0,6.0,0,145730.0,268268.0,0,0
972,Fully Paid,224752.0,Short Term,726.0,1172718.0,3,Rent,vacation,1536.72,13.6,3.0,0,75107.0,526988.0,0,0
973,Charged Off,215270.0,Short Term,726.0,855209.0,10,Rent,Debt Consolidation,6841.71,25.6,10.0,1,82536.0,264704.0,1,0
974,Fully Paid,625372.0,Long Term,726.0,1172718.0,0,Rent,Debt Consolidation,43587.9,9.6,22.0,0,818045.0,1473098.0,0,0
975,Fully Paid,171820.0,Short Term,742.0,797639.0,7,Rent,Debt Consolidation,14025.04,11.9,12.0,0,173660.0,305118.0,0,0
976,Fully Paid,536602.0,Short Term,726.0,1172718.0,0,Rent,Other,10057.08,5.4,8.0,0,50388.0,136290.0,0,0
977,Charged Off,110396.0,Short Term,726.0,1172718.0,6,Rent,Other,19505.02,17.8,15.0,0,30305.0,178970.0,0,0
978,Charged Off,184690.0,Short Term,736.0,945535.0,4,Rent,Debt Consolidation,8903.97,16.1,7.0,0,57038.0,293546.0,0,0
979,Fully Paid,216040.0,Short Term,727.0,932881.0,0,Rent,Debt Consolidation,16014.53,14.4,8.0,0,195054.0,276782.0,0,0
980,Charged Off,668976.0,Long Term,691.0,2311008.0,10,Home Mortgage,Debt Consolidation,35242.91,30.0,13.0,0,184889.0,601326.0,0,0
981,Charged Off,107316.0,Short Term,726.0,1172718.0,0,Rent,Other,4077.97,40.1,8.0,0,119472.0,423016.0,0,0
982,Fully Paid,417164.0,Short Term,709.0,1002364.0,10,Home Mortgage,Debt Consolidation,9271.81,21.7,8.0,0,136705.0,205832.0,0,0
983,Charged Off,60962.0,Short Term,746.0,285893.0,10,Home Mortgage,Other,5396.38,10.4,5.0,0,144818.0,574222.0,0,0
984,Charged Off,525096.0,Short Term,748.0,1011028.0,6,Home Mortgage,Debt Consolidation,13985.71,22.4,7.0,0,172140.0,476872.0,0,0
985,Fully Paid,158136.0,Short Term,690.0,866476.0,2,Rent,Other,2729.35,14.1,15.0,0,63156.0,115522.0,0,0
986,Fully Paid,225126.0,Short Term,720.0,731044.0,9,Rent,Debt Consolidation,7188.46,19.4,10.0,1,200013.0,238744.0,1,0
987,Fully Paid,26400.0,Short Term,659.0,1330532.0,4,Home Mortgage,Home Improvements,24392.96,15.7,16.0,0,602699.0,1166968.0,0,0
988,Fully Paid,296274.0,Short Term,725.0,583737.0,8,Rent,Debt Consolidation,13815.09,23.2,16.0,0,436943.0,869308.0,0,0
989,Fully Paid,393976.0,Long Term,630.0,1455533.0,10,Home Mortgage,Debt Consolidation,21347.83,21.5,14.0,0,282264.0,415800.0,0,0
990,Fully Paid,272646.0,Short Term,744.0,1506928.0,10,Home Mortgage,Debt Consolidation,26120.06,21.3,10.0,0,965903.0,1686894.0,0,0
991,Fully Paid,725406.0,Long Term,724.0,2432000.0,9,Home Mortgage,Debt Consolidation,36480.0,14.4,9.0,0,411331.0,862840.0,0,0
992,Fully Paid,129844.0,Short Term,735.0,2990144.0,10,Home Mortgage,Other,33888.21,28.9,9.0,0,391400.0,538868.0,0,0
993,Fully Paid,612304.0,Short Term,747.0,1794170.0,4,Home Mortgage,Debt Consolidation,14248.67,29.9,9.0,0,510720.0,1411344.0,0,0
994,Fully Paid,257400.0,Short Term,720.0,703950.0,3,Rent,Other,3132.53,11.4,5.0,0,93233.0,175824.0,0,0
995,Charged Off,485408.0,Short Term,721.0,3601412.0,4,Rent,Medical Bills,24789.68,15.2,3.0,0,296609.0,364210.0,0,0
996,Fully Paid,264286.0,Short Term,726.0,1172718.0,3,Rent,Debt Consolidation,14784.85,10.9,15.0,0,322221.0,495484.0,0,0
997,Fully Paid,605836.0,Short Term,746.0,1950863.0,10,Home Mortgage,Debt Consolidation,39505.18,14.0,10.0,0,972154.0,1437612.0,0,0
998,Fully Paid,223168.0,Long Term,705.0,1252784.0,7,Home Mortgage,Medical Bills,20566.55,17.8,26.0,0,236379.0,918434.0,0,0
999,Charged Off,359392.0,Long Term,726.0,1172718.0,10,Home Mortgage,Other,19534.85,12.0,7.0,0,58539.0,396440.0,0,0
